budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
31500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",http://www.apocalypsenow.com,28,"[{""id"": 1008, ""name"": ""guerrilla""}, {""id"": 1261, ""name"": ""river""}, {""id"": 2956, ""name"": ""vietnam""}, {""id"": 2959, ""name"": ""vietcong""}, {""id"": 2960, ""name"": ""cambodia""}, {""id"": 6092, ""name"": ""army""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 10148, ""name"": ""tribe""}, {""id"": 10403, ""name"": ""green beret""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 34079, ""name"": ""death""}, {""id"": 177275, ""name"": ""napalm""}]",en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",49.973462,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Zoetrope Studios"", ""id"": 26663}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/15/1979,89460381,153,"[{""iso_639_1"": ""km"", ""name"": """"}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""vi"", ""name"": ""Ti\u1ebfng Vi\u1ec7t""}]",Released,This is the end...,Apocalypse Now,8,2055
31000000,"[{""id"": 18, ""name"": ""Drama""}]",,606,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 477, ""name"": ""train station""}, {""id"": 509, ""name"": ""denmark""}, {""id"": 657, ""name"": ""fire""}, {""id"": 1227, ""name"": ""cemetery""}, {""id"": 1461, ""name"": ""compass""}, {""id"": 2043, ""name"": ""lion""}, {""id"": 2406, ""name"": ""picnic""}, {""id"": 2407, ""name"": ""fireworks""}, {""id"": 2968, ""name"": ""grave""}, {""id"": 2983, ""name"": ""passion""}, {""id"": 3009, ""name"": ""farm worker""}, {""id"": 3136, ""name"": ""plantation""}, {""id"": 3510, ""name"": ""kenia""}, {""id"": 3512, ""name"": ""coffee plantation""}, {""id"": 3513, ""name"": ""safari""}, {""id"": 3515, ""name"": ""banker""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4317, ""name"": ""wedding night""}, {""id"": 4414, ""name"": ""adventure""}, {""id"": 5160, ""name"": ""aggression by animal""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6628, ""name"": ""syphillis""}]",en,Out of Africa,"Out of Africa tells the story of the life of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on the autobiographical novel by Karen Blixen from 1937.",13.864975,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Mirage Entertainment"", ""id"": 205}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/20/1985,128499205,161,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""sw"", ""name"": ""Kiswahili""}]",Released,Based on a true story.,Out of Africa,7,279
34000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.mgm.com/view/movie/1292/Moonraker/,698,"[{""id"": 110, ""name"": ""venice""}, {""id"": 1583, ""name"": ""mass murder""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 1828, ""name"": ""space suit""}, {""id"": 2711, ""name"": ""marcus square""}, {""id"": 2902, ""name"": ""space battle""}, {""id"": 3268, ""name"": ""secret base""}, {""id"": 3469, ""name"": ""utopia""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 12391, ""name"": ""boat chase""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 155551, ""name"": ""lasers""}, {""id"": 156095, ""name"": ""british secret service""}, {""id"": 162610, ""name"": ""weightlessness""}]",en,Moonraker,During the transportation of a Space Shuttle a Boeing 747 crashes in the Atlantic Ocean yet when they go to look for the destroyed shuttle it is not there. James Bond investigates the missing mission space shuttle and soon learns that the shuttles owner Hugo Drax wants to kill all of mankind.,29.887404,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/26/1979,210308099,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Outer space now belongs to 007.,Moonraker,5.9,541
30000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",,172,"[{""id"": 503, ""name"": ""federation""}, {""id"": 505, ""name"": ""starfleet""}, {""id"": 665, ""name"": ""uss enterprise-a""}, {""id"": 748, ""name"": ""sha-ka-ree""}, {""id"": 963, ""name"": ""loss of brother""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 5362, ""name"": ""liberation of hostage""}, {""id"": 12388, ""name"": ""romulans""}, {""id"": 155211, ""name"": ""klingon""}, {""id"": 155212, ""name"": ""vulcan""}, {""id"": 161176, ""name"": ""space opera""}]",en,Star Trek V: The Final Frontier,Capt. Kirk and his crew must deal with Mr. Spock's half brother who kidnaps three diplomats and hijacks the Enterprise in his obsessive search for God.,19.578249,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/9/1989,70200000,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Adventure and imagination will meet at the final frontier.,Star Trek V: The Final Frontier,5.6,376
30000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.mgm.com/view/movie/2101/A-View-to-a-Kill/,707,"[{""id"": 90, ""name"": ""paris""}, {""id"": 212, ""name"": ""london england""}, {""id"": 254, ""name"": ""france""}, {""id"": 392, ""name"": ""england""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 643, ""name"": ""horse race""}, {""id"": 657, ""name"": ""fire""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 726, ""name"": ""drug abuse""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 2733, ""name"": ""firemen""}, {""id"": 2736, ""name"": ""fire engine""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 3518, ""name"": ""ascot""}, {""id"": 3519, ""name"": ""silicon valley""}, {""id"": 3520, ""name"": ""zeppelin""}, {""id"": 3521, ""name"": ""earthquake""}, {""id"": 3522, ""name"": ""snowboarding""}, {""id"": 3523, ""name"": ""microchip""}, {""id"": 3524, ""name"": ""doping""}, {""id"": 3525, ""name"": ""racehorse""}, {""id"": 3528, ""name"": ""flooding""}, {""id"": 3535, ""name"": ""pipeline""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 156095, ""name"": ""british secret service""}, {""id"": 159558, ""name"": ""skiing""}]",en,A View to a Kill,A newly developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin.,27.230493,"[{""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IS"", ""name"": ""Iceland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/24/1985,152427960,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Has James Bond finally met his match?,A View to a Kill,6,506
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",,4105,"[{""id"": 233, ""name"": ""japan""}, {""id"": 1794, ""name"": ""yakuza""}, {""id"": 6297, ""name"": ""japanese mafia""}]",en,Black Rain,"Two New York cops get involved in a gang war between members of the Yakuza, the Japanese Mafia. They arrest one of their killers and are ordered to escort him back to Japan. In Japan, however, he manages to escape. As they try to track him down, they get deeper and deeper into the Japanese Mafia scene and they have to learn that they can only win by playing the game the Japanese way.",11.19602,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Pegasus Film Partners"", ""id"": 1561}, {""name"": ""Jaffe-Lansing"", ""id"": 14361}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/22/1989,45892212,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Their country. Their laws. Their game. His rules.,Black Rain,6.2,243
30000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",,9013,"[{""id"": 7340, ""name"": ""crooked lawyer""}, {""id"": 168333, ""name"": ""bail jumper""}, {""id"": 168338, ""name"": ""mafia accountant""}, {""id"": 168342, ""name"": ""stretch limousine""}, {""id"": 168346, ""name"": ""manhattan, new york city""}, {""id"": 168347, ""name"": ""southwestern u.s.""}, {""id"": 168350, ""name"": ""bus station""}, {""id"": 168359, ""name"": ""police surveillance""}]",en,Midnight Run,"An accountant embezzles $15 million of mob money, jumps bail and is chased by bounty hunters, the FBI, and the Mafia.",12.821329,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""City Light Films"", ""id"": 136}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/20/1988,38413606,126,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This could be the beginning of a beautiful friendship.,Midnight Run,7.2,238
27000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",,865,"[{""id"": 378, ""name"": ""prison""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 4323, ""name"": ""hunting human beings""}, {""id"": 4325, ""name"": ""game show""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 162988, ""name"": ""dystopic future""}]",en,The Running Man,"By 2017, the global economy has collapsed and American society has become a totalitarian police state, censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style The Running Man, hosted by the ruthless Damon Killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free.",30.131498,"[{""name"": ""Keith Barish Productions"", ""id"": 964}, {""name"": ""TAFT Entertainment Pictures"", ""id"": 965}, {""name"": ""HBO"", ""id"": 6068}, {""name"": ""Braveworld Productions"", ""id"": 23005}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/13/1987,38122105,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A game nobody survives. But Schwarzenegger has yet to play.,The Running Man,6.4,703
25000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",,10776,"[{""id"": 2382, ""name"": ""flower""}, {""id"": 2642, ""name"": ""solar eclipse""}, {""id"": 2778, ""name"": ""florist""}, {""id"": 3487, ""name"": ""assistant""}, {""id"": 3704, ""name"": ""plants""}, {""id"": 3836, ""name"": ""success""}, {""id"": 4015, ""name"": ""aggression by plant""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 5801, ""name"": ""nerd""}, {""id"": 6946, ""name"": ""blonde""}, {""id"": 8183, ""name"": ""carnivorous plant""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9986, ""name"": ""crush""}, {""id"": 10181, ""name"": ""based on play""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 14773, ""name"": ""eclipse""}, {""id"": 33491, ""name"": ""part animated""}, {""id"": 33780, ""name"": ""dentist""}, {""id"": 41267, ""name"": ""bum""}, {""id"": 155806, ""name"": ""killer plant""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 165314, ""name"": ""skid row""}, {""id"": 165317, ""name"": ""based on film""}, {""id"": 165319, ""name"": ""plant food""}, {""id"": 165324, ""name"": ""flesh eating plant""}, {""id"": 165334, ""name"": ""inept assistant""}, {""id"": 165580, ""name"": ""cult classic""}, {""id"": 210234, ""name"": ""man eating plant""}]",en,Little Shop of Horrors,"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day as Seymour is seeking a new mysterious plant, he finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",12.113235,"[{""name"": ""The Geffen Company"", ""id"": 2956}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/19/1986,38748395,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Don't feed the plants.,Little Shop of Horrors,6.6,384
37000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",,10658,"[{""id"": 1339, ""name"": ""duck""}, {""id"": 8012, ""name"": ""physicist""}, {""id"": 9739, ""name"": ""extraterrestrial""}, {""id"": 11500, ""name"": ""anthropomorphism""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 175629, ""name"": ""alternative reality""}]",en,Howard the Duck,A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar smoking drake Howard from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet. But then a much less friendly being arrives through the beam...,11.374306,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/1/1986,37962774,110,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You will believe that a duck can talk.,Howard the Duck,5.1,221
18000000,"[{""id"": 10752, ""name"": ""War""}]",,9665,"[{""id"": 6091, ""name"": ""war""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 160201, ""name"": ""union soldier""}, {""id"": 166464, ""name"": ""confederate soldier""}, {""id"": 179585, ""name"": ""american civil war""}]",en,Glory,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates.",16.102271,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Freddie Fields Productions"", ""id"": 27349}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/15/1989,26828365,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Their innocence. Their heritage. Their lives.,Glory,7.4,383
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",,311,"[{""id"": 314, ""name"": ""life and death""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 570, ""name"": ""rape""}, {""id"": 625, ""name"": ""sadistic""}, {""id"": 725, ""name"": ""lovesickness""}, {""id"": 739, ""name"": ""sexual abuse""}, {""id"": 975, ""name"": ""money laundering""}, {""id"": 1632, ""name"": ""opium""}]",en,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",49.336397,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""The Ladd Company"", ""id"": 7965}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2/16/1984,0,229,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,"Crime, passion and lust for power - Sergio Leone's explosive saga of gangland America.",Once Upon a Time in America,8.2,1069
0,"[{""id"": 18, ""name"": ""Drama""}]",,12506,"[{""id"": 736, ""name"": ""journalist""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 3230, ""name"": ""male friendship""}, {""id"": 3644, ""name"": ""south africa""}, {""id"": 4106, ""name"": ""apartheid""}]",en,Cry Freedom,"A dramatic story, based on actual events, about the friendship between two men struggling against apartheid in South Africa in the 1970s. Donald Woods is a white liberal journalist in South Africa who begins to follow the activities of Stephen Biko, a courageous and outspoken black anti-apartheid activist.",3.735723,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",11/5/1987,0,157,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Cry Freedom,6.9,51
28000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",http://www.indianajones.com,87,"[{""id"": 483, ""name"": ""riddle""}, {""id"": 1454, ""name"": ""treasure""}, {""id"": 2860, ""name"": ""heart""}, {""id"": 4062, ""name"": ""skeleton""}, {""id"": 6956, ""name"": ""treasure hunt""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 41586, ""name"": ""archaeologist""}, {""id"": 162767, ""name"": ""thuggee""}, {""id"": 167106, ""name"": ""conveyor belt""}, {""id"": 174465, ""name"": ""mine car""}, {""id"": 174468, ""name"": ""rope bridge""}, {""id"": 174469, ""name"": ""belching""}, {""id"": 174472, ""name"": ""child driving a car""}, {""id"": 174476, ""name"": ""eating brains""}, {""id"": 174480, ""name"": ""splits""}, {""id"": 176731, ""name"": ""indiana jones""}, {""id"": 184134, ""name"": ""archeology\u00a0""}]",en,Indiana Jones and the Temple of Doom,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",66.976776,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/23/1984,333000000,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""si"", ""name"": """"}]",Released,If adventure has a name... it must be Indiana Jones.,Indiana Jones and the Temple of Doom,7.1,2781
28000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",,562,"[{""id"": 720, ""name"": ""helicopter""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1418, ""name"": ""skyscraper""}, {""id"": 1441, ""name"": ""christmas party""}, {""id"": 1470, ""name"": ""s.w.a.t.""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 1953, ""name"": ""vault""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 13116, ""name"": ""one man army""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 33553, ""name"": ""walkie talkie""}, {""id"": 33965, ""name"": ""christmas eve""}, {""id"": 162304, ""name"": ""elevator shaft""}, {""id"": 162914, ""name"": ""one night""}, {""id"": 219404, ""name"": ""action hero""}]",en,Die Hard,"NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",66.169628,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Gordon Company"", ""id"": 1073}, {""name"": ""Silver Pictures"", ""id"": 1885}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/15/1988,140767956,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,40 Stories. Twelve Terrorists. One Cop.,Die Hard,7.5,3948
28000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.mgm.com/view/movie/695/For-Your-Eyes-Only/,699,"[{""id"": 212, ""name"": ""london england""}, {""id"": 339, ""name"": ""submarine""}, {""id"": 392, ""name"": ""england""}, {""id"": 658, ""name"": ""sea""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 1262, ""name"": ""mountains""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 2070, ""name"": ""olympic games""}, {""id"": 2149, ""name"": ""drug traffic""}, {""id"": 3269, ""name"": ""secret mission""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3278, ""name"": ""kgb""}, {""id"": 3343, ""name"": ""coral reef""}, {""id"": 3476, ""name"": ""ski jump""}, {""id"": 3478, ""name"": ""parrot""}, {""id"": 3481, ""name"": ""cryptographic device""}, {""id"": 3483, ""name"": ""gang of smugglers""}, {""id"": 10671, ""name"": ""figure skating""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 41592, ""name"": ""monastery""}, {""id"": 156095, ""name"": ""british secret service""}, {""id"": 159558, ""name"": ""skiing""}]",en,For Your Eyes Only,A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.,26.090746,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/23/1981,195312802,127,"[{""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,"No one comes close to James Bond, 007.",For Your Eyes Only,6.3,490
28000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.warnerbros.com/blade-runner,78,"[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 312, ""name"": ""man vs machine""}, {""id"": 679, ""name"": ""cyborg""}, {""id"": 801, ""name"": ""bounty hunter""}, {""id"": 803, ""name"": ""android""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6017, ""name"": ""genetics""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 12190, ""name"": ""cyberpunk""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 178657, ""name"": ""tech noir""}, {""id"": 207268, ""name"": ""neo-noir""}]",en,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",94.056131,"[{""name"": ""Shaw Brothers"", ""id"": 5798}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""The Ladd Company"", ""id"": 7965}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",6/25/1982,33139618,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,Man has made his match... now it's his problem.,Blade Runner,7.9,3509
27500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.mgm.com/view/movie/1394/Octopussy/,700,"[{""id"": 1815, ""name"": ""atomic bomb""}, {""id"": 2295, ""name"": ""eastern block""}, {""id"": 3185, ""name"": ""crocodile""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3278, ""name"": ""kgb""}, {""id"": 3496, ""name"": ""snake charmer""}, {""id"": 3497, ""name"": ""hot air balloon""}, {""id"": 6587, ""name"": ""east berlin""}, {""id"": 156095, ""name"": ""british secret service""}]",en,Octopussy,James Bond is sent to investigate after a fellow “00” agent is found dead with a priceless Farberge egg. James bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War.,25.633663,"[{""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/5/1983,187500000,131,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,James Bond’s all time high.,Octopussy,6.2,527
8000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 36, ""name"": ""History""}]",,15927,"[{""id"": 13005, ""name"": ""doctor""}, {""id"": 14636, ""name"": ""india""}, {""id"": 14744, ""name"": ""english""}, {""id"": 188719, ""name"": ""magistrate""}, {""id"": 207876, ""name"": ""1920s""}, {""id"": 231027, ""name"": ""mosque""}]",en,A Passage to India,"The film is set during the period of growing influence of the Indian independence movement in the British Raj. It begins with the arrival in India of a British woman, Miss Adela Quested (Judy Davis), who is joining her fiancé, a city magistrate named Ronny Heaslop (Nigel Havers). She and Ronny's mother, Mrs. Moore (Peggy Ashcroft), befriend an Indian doctor, Aziz H. Ahmed (Victor Banerjee).",9.548391,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""EMI Films Ltd."", ""id"": 538}, {""name"": ""Thorn EMI Screen Entertainment"", ""id"": 6179}, {""name"": ""Home Box Office"", ""id"": 6752}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/14/1984,27187653,163,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,"David Lean, the Director of ""Doctor Zhivago"", ""Lawrence of Arabia"" and ""The Bridge on the River Kwai"", invites you on . .",A Passage to India,6.9,67
