accepted,creditscore,amount,age,marital,health_ins,creditgrade
0,258,16892087,67,1,0,D
0,260,47457347,64,1,0,D
0,237,53411459,60,0,0,D
0,251,63886685,57,0,0,D
0,265,29221991,26,1,0,D
0,265,19224784,24,0,0,D
0,273,23501202,69,0,0,D
0,246,28450531,81,0,0,D
0,251,46757413,68,1,0,D
0,268,17075681,57,0,0,D
0,251,39908782,21,0,0,D
0,262,92026390,19,1,0,D
0,258,84384135,85,0,0,D
0,260,96893291,82,0,0,D
0,253,84798494,85,0,0,D
0,255,58965835,82,0,0,D
0,245,17616081,74,1,0,D
0,270,60770673,19,0,0,D
0,244,88701566,74,1,0,D
0,279,55215379,69,1,0,D
0,243,50337463,86,0,0,D
0,251,21101785,83,0,0,D
0,271,30140550,59,1,0,D
0,246,71705179,83,0,0,D
0,242,64998978,68,0,0,D
0,255,14925118,78,0,0,D
0,257,20058626,55,0,0,D
0,261,84130239,18,0,0,D
0,257,21413434,19,0,0,D
0,253,99401121,71,1,0,D
0,245,1896804,60,0,0,D
0,257,77447614,75,1,0,D
0,256,62343197,69,0,0,D
0,261,98728415,56,0,0,D
0,243,59907287,57,1,0,D
0,237,11603455,82,0,0,D
0,281,45079997,88,0,0,D
0,263,98395721,61,0,0,D
0,270,17008911,81,0,0,D
0,246,94406316,76,0,0,D
0,268,23223760,22,1,0,D
0,270,39127611,55,0,0,D
0,255,32617362,26,1,0,D
0,245,88736388,23,0,0,D
0,281,24127021,70,0,0,D
0,235,27102487,74,0,0,D
0,270,23569223,56,0,0,D
0,239,14794548,28,0,0,D
0,266,62203222,69,1,0,D
0,258,57689103,76,1,0,D
0,280,73535300,58,1,0,D
0,281,96783187,57,0,0,D
0,267,53354449,58,1,0,D
0,256,50287563,73,0,0,D
0,249,97660082,23,0,0,D
0,280,87064570,70,0,0,D
0,276,45717954,88,0,0,D
0,274,9375898,30,0,0,D
0,242,45726670,62,1,0,D
0,243,79551683,18,0,0,D
0,245,85972741,75,0,0,D
0,264,22217479,77,1,0,D
0,261,79050218,58,0,0,D
0,277,50935252,23,0,0,D
0,257,67886374,30,1,0,D
0,272,15886486,74,0,0,D
0,252,54503830,75,1,0,D
0,249,66516133,72,0,0,D
0,281,71891894,56,0,0,D
0,271,33601898,78,1,0,D
0,244,70100242,78,1,0,D
0,272,20837234,28,0,0,D
0,268,77796221,66,0,0,D
0,266,87698648,73,0,0,D
0,278,56556251,62,1,0,D
0,280,11001479,26,1,0,D
0,243,39192018,18,0,0,D
0,240,61691110,84,0,0,D
0,247,75082929,88,0,0,D
0,250,9893269,77,1,0,D
0,247,82348792,71,1,0,D
0,265,40886307,85,0,0,D
0,253,77104671,72,1,0,D
0,260,10444908,61,0,0,D
0,255,30059052,76,0,0,D
0,277,21757300,27,0,0,D
0,271,32368997,27,0,0,D
0,243,96937613,80,0,0,D
0,274,72100827,64,0,0,D
0,266,78130388,88,0,0,D
0,270,32231737,59,1,0,D
0,242,45732307,68,0,0,D
0,241,97385788,69,1,0,D
0,260,55024596,75,0,0,D
0,274,98297591,55,0,0,D
0,281,26258599,90,0,0,D
0,245,55403577,61,0,0,D
0,274,84213710,74,0,0,D
0,242,94950615,81,0,0,D
0,244,65803696,86,0,0,D
0,273,94299976,62,1,0,D
0,258,24885427,88,0,0,D
0,240,96716051,89,0,0,D
0,272,31868963,63,1,0,D
0,244,54658131,75,0,0,D
0,237,32245919,23,0,0,D
0,264,85734801,71,0,0,D
0,248,82483999,88,0,0,D
0,255,29764528,75,0,0,D
0,274,63130307,60,1,0,D
0,257,10826781,19,0,0,D
0,238,99308887,27,0,0,D
0,248,11308318,85,0,0,D
0,257,99116939,90,0,0,D
0,263,23994256,62,0,0,D
0,266,21040605,26,0,0,D
0,241,47671014,89,0,0,D
0,279,84252724,80,0,0,D
0,247,97397992,78,0,0,D
0,275,80404286,75,0,0,D
0,245,52904912,55,0,0,D
0,236,12113294,69,0,0,D
0,279,13190522,62,0,0,D
0,280,57969748,76,0,0,D
0,238,11687948,64,1,0,D
0,268,55562853,82,0,0,D
0,272,82204476,59,0,0,D
0,235,7361346,20,1,0,D
0,239,61300887,59,0,0,D
0,238,28167002,60,1,0,D
0,276,30334384,27,1,0,D
0,262,88271531,23,0,0,D
0,280,65916688,76,0,0,D
0,247,35115394,73,0,0,D
0,281,3891383,27,1,0,D
0,245,50078780,75,0,0,D
0,267,47236666,57,0,0,D
0,254,97281201,65,1,0,D
0,253,43746170,24,0,0,D
0,242,85153227,78,0,0,D
0,270,25169299,19,0,0,D
0,278,51194147,64,0,0,D
0,278,83791994,58,1,0,D
0,247,29774080,21,1,0,D
0,264,64245187,76,1,0,D
0,276,9411455,89,0,0,D
0,237,39474320,83,0,0,D
0,254,66058537,81,0,0,D
0,276,66473261,28,0,0,D
0,275,89155070,27,1,0,D
0,261,95741803,56,0,0,D
0,249,23074494,87,0,0,D
0,268,38318051,63,0,0,D
0,280,22056128,70,0,0,D
0,237,46028943,79,0,0,D
0,250,34206456,89,0,0,D
0,264,67313229,19,1,0,D
0,265,29437416,57,0,0,D
0,240,1390938,76,0,0,D
0,268,60702969,64,0,0,D
0,266,95893453,69,1,0,D
0,255,2088959,86,0,0,D
0,265,27668864,72,0,0,D
0,253,44581246,29,0,0,D
0,265,1578154,28,0,0,D
0,267,3585645,70,0,0,D
0,252,7003353,23,1,0,D
0,259,43219954,74,1,0,D
0,275,54522948,81,0,0,D
0,273,31963836,64,1,0,D
0,257,29256488,77,1,0,D
0,258,76411609,26,0,0,D
0,236,44633895,22,1,0,D
0,258,18460616,89,0,0,D
0,247,47459446,68,0,0,D
0,270,18248948,81,0,0,D
0,268,34623691,61,1,0,D
0,250,1615118,74,1,0,D
0,263,30996999,85,0,0,D
0,236,21506875,65,0,0,D
0,267,34638414,62,0,0,D
0,265,2259066,81,0,0,D
0,249,58942576,80,0,0,D
0,266,11103970,60,0,0,D
0,272,9572254,82,0,0,D
0,247,30412495,88,0,0,D
0,248,34191542,84,0,0,D
0,246,7649835,78,1,0,D
0,239,23977797,57,0,0,D
0,236,30703484,80,0,0,D
0,279,3057824,73,1,0,D
0,260,7307719,63,1,0,D
0,276,11191851,88,0,0,D
0,249,50372598,70,1,0,D
0,271,63883445,71,0,0,D
0,255,1130107,84,0,0,D
0,277,19275142,30,1,0,D
0,278,78176246,83,0,0,D
0,273,88302106,28,1,0,D
0,245,66144026,64,0,0,D
0,257,9364293,20,1,0,D
0,235,75992827,65,1,0,D
0,261,3419980,29,0,0,D
0,250,72592637,28,0,0,D
0,271,90650798,68,0,0,D
0,262,77925867,81,0,0,D
0,262,44325023,21,0,0,D
0,269,83582928,55,0,0,D
0,244,81569418,84,0,0,D
0,271,86729460,19,1,0,D
0,274,95320471,55,0,0,D
0,255,22620341,64,1,0,D
0,275,37245467,57,0,0,D
0,267,42677389,84,0,0,D
0,240,75990631,18,0,0,D
0,241,48944401,74,0,0,D
0,253,84424812,66,0,0,D
0,251,99894249,71,1,0,D
0,249,65818043,74,1,0,D
0,258,10397544,22,0,0,D
0,243,20181917,20,1,0,D
0,259,37972615,64,0,0,D
0,272,99958769,23,1,0,D
0,276,74336953,64,1,0,D
0,264,16512049,63,0,0,D
0,237,66712947,25,1,0,D
0,260,43578708,68,1,0,D
0,255,8587471,19,0,0,D
0,274,77725444,85,0,0,D
0,261,29989560,61,1,0,D
0,238,10093283,67,1,0,D
0,265,62718696,68,0,0,D
0,261,46696474,84,0,0,D
0,276,70787875,79,0,0,D
0,237,72883215,58,0,0,D
0,240,78467235,59,1,0,D
0,250,72198762,60,1,0,D
0,267,98131494,61,0,0,D
0,263,57374853,84,0,0,D
0,262,59746185,84,0,0,D
0,245,90925525,89,0,0,D
0,251,74087071,28,0,0,D
0,272,68036198,74,0,0,D
0,235,55571778,89,0,0,D
0,245,99358907,19,1,0,D
0,272,89857424,63,1,0,D
0,254,48257449,87,0,0,D
0,266,42594267,19,1,0,D
0,244,57712069,56,0,0,D
0,237,64653694,80,0,0,D
0,254,50286934,65,0,0,D
0,274,35666918,30,0,0,D
0,259,14271363,74,0,0,D
0,239,24166004,61,0,0,D
0,269,70961705,67,0,0,D
0,250,77546058,65,0,0,D
0,242,55327450,30,0,0,D
0,258,26176435,87,0,0,D
0,241,15287654,62,0,0,D
0,278,76861446,76,0,0,D
0,277,15448600,85,0,0,D
0,252,30677396,58,0,0,D
0,272,39830068,63,0,0,D
0,268,85556129,55,0,0,D
0,262,91009331,67,0,0,D
0,258,34618537,78,1,0,D
0,247,28580956,75,0,0,D
0,237,11942812,65,0,0,D
0,235,92100729,90,0,0,D
0,259,87657700,21,1,0,D
0,268,98904523,67,0,0,D
0,258,71364439,23,0,0,D
0,272,23882916,69,1,0,D
0,238,38943750,77,1,0,D
0,261,46545853,66,1,0,D
0,270,16869399,87,0,0,D
0,261,81584293,71,1,0,D
0,279,41945476,77,0,0,D
0,244,15479741,62,0,0,D
0,267,66108001,64,0,0,D
0,269,5662445,26,0,0,D
0,245,51496542,24,0,0,D
0,257,82631865,27,0,0,D
0,247,10677349,89,0,0,D
0,253,93381241,59,1,0,D
0,252,89962884,59,0,0,D
0,257,28130735,21,1,0,D
0,265,47612846,75,0,0,D
0,243,32031269,84,0,0,D
0,265,79167946,27,0,0,D
0,244,7079522,88,0,0,D
0,242,23551506,72,1,0,D
0,246,22643899,70,0,0,D
0,279,36028971,21,0,0,D
0,258,5054556,30,0,0,D
0,281,75662116,70,0,0,D
0,235,21956784,64,0,0,D
0,235,13124901,60,0,0,D
0,246,28402711,72,0,0,D
0,266,30381335,55,0,0,D
0,269,91590141,58,1,0,D
0,249,27185290,23,1,0,D
0,272,59932492,66,0,0,D
0,257,71838331,79,0,0,D
0,243,49209608,79,0,0,D
0,279,21646604,27,0,0,D
0,264,13704165,62,0,0,D
0,266,53676059,70,0,0,D
0,261,17450836,20,0,0,D
0,270,76077009,56,0,0,D
0,250,91675186,30,1,0,D
0,279,45018766,74,1,0,D
0,243,3556412,29,1,0,D
0,277,90896884,29,1,0,D
0,243,38599306,75,0,0,D
0,262,15277822,66,0,0,D
0,256,90093131,21,0,0,D
0,275,79255611,57,0,0,D
0,241,60481287,85,0,0,D
0,260,57466553,84,0,0,D
0,274,88455247,18,0,0,D
0,272,55205551,74,0,0,D
0,263,96594893,72,0,0,D
0,254,74548227,81,0,0,D
0,252,10155116,80,0,0,D
0,239,83490922,78,0,0,D
0,237,10223211,25,1,0,D
0,254,45630172,68,0,0,D
0,277,58335084,81,0,0,D
0,246,82086554,88,0,0,D
0,238,53501788,20,1,0,D
0,244,76458938,81,0,0,D
0,239,98939161,58,0,0,D
0,240,9981871,66,0,0,D
0,265,33493599,83,0,0,D
0,244,86418469,90,0,0,D
0,260,96280302,60,1,0,D
0,277,1156957,59,1,0,D
0,236,15992084,84,0,0,D
0,252,73485420,74,0,0,D
0,246,67714326,19,1,0,D
0,242,24617871,78,0,0,D
0,268,21557421,69,0,0,D
0,274,96740250,75,0,0,D
0,252,9746915,80,0,0,D
0,268,89469636,62,0,0,D
0,253,21323620,65,0,0,D
0,279,49876064,69,0,0,D
0,267,12086105,90,0,0,D
0,241,45027678,73,1,0,D
0,260,70727917,58,0,0,D
0,266,1643748,66,0,0,D
0,269,92652438,73,1,0,D
0,271,6027085,90,0,0,D
0,235,42782934,81,0,0,D
0,241,83644051,87,0,0,D
0,250,22434010,58,0,0,D
0,256,23138914,81,0,0,D
0,275,12829092,29,0,0,D
0,239,47888684,66,0,0,D
0,276,71122349,84,0,0,D
0,248,89071032,22,1,0,D
0,266,20430854,79,0,0,D
0,246,15898810,84,0,0,D
0,246,97492464,71,0,0,D
0,264,89704925,76,1,0,D
0,257,23990402,23,0,0,D
0,268,77448748,57,0,0,D
0,276,36474577,24,0,0,D
0,242,35254066,27,0,0,D
0,246,21921829,61,1,0,D
0,254,10488636,83,0,0,D
0,239,79516251,70,0,0,D
0,237,63508945,81,0,0,D
0,255,12897359,20,1,0,D
0,249,66556749,74,0,0,D
0,252,9716776,84,0,0,D
0,257,72083637,62,1,0,D
0,278,41524173,26,1,0,D
0,272,32860617,58,0,0,D
0,277,84005099,90,0,0,D
0,278,75743492,85,0,0,D
0,244,60201337,89,0,0,D
0,263,31262913,76,0,0,D
0,265,12229099,81,0,0,D
0,266,78389683,77,0,0,D
0,275,18763853,61,1,0,D
0,242,30899962,25,1,0,D
0,257,93447418,68,0,0,D
0,261,19895549,58,1,0,D
0,238,52578980,27,0,0,D
0,272,86954164,74,0,0,D
0,244,93620926,83,0,0,D
0,235,8722140,83,0,0,D
0,246,32443824,69,0,0,D
0,240,24773580,80,0,0,D
0,274,20006234,85,0,0,D
0,255,60951813,79,0,0,D
0,273,73134223,90,0,0,D
0,249,93739786,84,0,0,D
0,238,71139070,67,0,0,D
0,278,95115244,59,1,0,D
0,271,13633661,69,1,0,D
0,237,1104769,67,1,0,D
0,263,65435027,80,0,0,D
0,278,74298880,60,0,0,D
0,276,60644100,64,0,0,D
0,263,94798836,71,0,0,D
0,274,48767422,22,1,0,D
0,281,93663701,28,0,0,D
0,280,57153314,67,0,0,D
0,264,56065983,56,0,0,D
0,279,32486454,79,0,0,D
0,266,77859163,25,0,0,D
0,239,54850921,22,1,0,D
0,259,91836425,56,0,0,D
0,263,78802188,71,0,0,D
0,263,26938921,79,0,0,D
0,277,11231277,64,0,0,D
0,237,14020428,67,0,0,D
0,246,40423926,64,1,0,D
0,262,40364400,58,1,0,D
0,244,81882508,88,0,0,D
0,273,21756121,21,0,0,D
0,281,75218895,59,1,0,D
0,251,89116200,69,1,0,D
0,235,99585687,79,0,0,D
0,239,84798565,73,0,0,D
0,277,85038447,67,1,0,D
0,241,80605761,67,0,0,D
0,241,80922130,27,0,0,D
0,258,83522931,20,1,0,D
0,273,61161951,83,0,0,D
0,273,84801791,73,0,0,D
0,257,59258202,57,1,0,D
0,266,41235586,55,0,0,D
0,243,59641761,23,0,0,D
0,256,25785419,74,1,0,D
0,261,75428162,79,0,0,D
0,250,18570840,65,0,0,D
0,246,13507605,85,0,0,D
0,267,77287488,85,0,0,D
0,252,29527684,72,0,0,D
0,244,79590220,67,1,0,D
0,240,26208899,83,0,0,D
0,260,61668233,25,0,0,D
0,280,87981642,25,1,0,D
0,245,63478892,77,0,0,D
0,253,85909774,27,0,0,D
0,256,75770164,70,0,0,D
0,250,97183754,86,0,0,D
0,269,25324573,24,1,0,D
0,277,3902413,68,0,0,D
0,254,4745030,72,1,0,D
0,254,6090307,28,1,0,D
0,243,46026697,67,0,0,D
0,280,18357192,90,0,0,D
0,270,10748583,57,1,0,D
0,235,26789585,58,0,0,D
0,244,21429388,76,0,0,D
0,257,96799282,80,0,0,D
0,246,94229819,69,1,0,D
0,267,49127780,85,0,0,D
0,262,31310694,68,1,0,D
0,267,55820466,27,0,0,D
0,254,85950960,61,0,0,D
0,246,38728989,56,0,0,D
0,239,99227254,57,0,0,D
0,274,33245841,66,0,0,D
0,253,90584240,73,0,0,D
0,264,63362387,89,0,0,D
0,253,98114574,69,0,0,D
0,238,29749611,85,0,0,D
0,276,97609479,85,0,0,D
0,279,58944011,72,0,0,D
0,238,30681102,62,0,0,D
0,247,46791546,72,1,0,D
0,274,15286925,58,0,0,D
0,238,75102405,67,1,0,D
0,265,92223087,19,0,0,D
0,248,35866784,63,0,0,D
0,254,11720758,73,0,0,D
0,281,92826454,65,0,0,D
0,259,15806643,90,0,0,D
0,241,47347568,30,0,0,D
0,245,61927218,81,0,0,D
0,251,17154910,26,0,0,D
0,277,38943174,82,0,0,D
0,264,69712961,24,0,0,D
0,263,75796835,87,0,0,D
0,258,53306926,81,0,0,D
0,236,70929741,71,0,0,D
0,279,82606011,59,0,0,D
0,256,61844027,68,0,0,D
0,255,9497687,70,0,0,D
0,253,3643517,79,0,0,D
0,243,35974472,72,0,0,D
0,237,87092738,79,0,0,D
0,254,40976684,89,0,0,D
0,246,62386626,26,1,0,D
0,261,45277485,60,0,0,D
0,275,13826479,64,1,0,D
0,265,60547831,65,0,0,D
0,272,90664139,55,1,0,D
0,258,45183297,22,1,0,D
0,264,6552236,26,1,0,D
0,255,34840239,30,1,0,D
0,239,49274630,55,0,0,D
0,260,13737539,75,0,0,D
0,243,20777039,70,0,0,D
0,240,67613421,25,1,0,D
0,252,35981978,27,1,0,D
0,249,7945757,81,0,0,D
0,268,27524374,59,0,0,D
0,253,15381002,55,1,0,D
0,279,53318059,58,0,0,D
0,248,76634747,81,0,0,D
0,250,41284375,30,1,0,D
0,255,23312566,68,0,0,D
0,278,28702216,64,0,0,D
0,271,60292476,90,0,0,D
0,270,66694002,78,0,0,D
0,244,3226741,30,0,0,D
0,252,8765151,64,0,0,D
0,272,14107441,87,0,0,D
0,244,51676210,74,0,0,D
0,271,15380186,82,0,0,D
0,236,78917299,61,0,0,D
0,256,95891106,62,1,0,D
0,268,23730740,18,0,0,D
0,268,8018761,61,0,0,D
0,261,88543374,55,0,0,D
0,243,60955523,59,0,0,D
0,276,41236730,64,1,0,D
0,248,28898665,29,0,0,D
0,238,65180504,65,0,0,D
0,265,83421951,29,0,0,D
0,264,46247096,79,0,0,D
0,276,99434662,76,1,0,D
0,252,83473893,59,0,0,D
0,253,45296861,28,1,0,D
0,274,60128415,66,0,0,D
0,274,70996785,63,0,0,D
0,262,47543580,61,1,0,D
0,275,74761884,60,0,0,D
0,237,52994605,24,0,0,D
0,269,64703328,65,0,0,D
0,273,93206781,56,0,0,D
0,260,62501815,85,0,0,D
0,239,98800341,88,0,0,D
0,251,86243105,76,0,0,D
0,280,55498371,62,1,0,D
0,267,9617010,89,0,0,D
0,248,67161178,84,0,0,D
0,255,65302246,28,0,0,D
0,264,45284205,79,0,0,D
0,265,58322035,65,0,0,D
0,255,10067522,66,0,0,D
0,260,24421309,72,0,0,D
0,240,43563054,20,0,0,D
0,279,86030304,87,0,0,D
0,277,90390245,67,0,0,D
0,241,88896330,62,1,0,D
0,270,83385467,90,0,0,D
0,257,98927046,24,0,0,D
0,259,88420634,66,0,0,D
0,266,44770356,58,0,0,D
0,252,36659491,86,0,0,D
0,259,34420383,70,0,0,D
0,238,10149769,64,0,0,D
0,265,47429634,83,0,0,D
0,273,15648664,89,0,0,D
0,275,32655161,66,0,0,D
0,248,56399338,25,0,0,D
0,273,1579871,87,0,0,D
0,236,43518374,76,1,0,D
0,242,65151673,72,0,0,D
0,274,15947209,74,1,0,D
0,243,49200386,78,1,0,D
0,237,98401500,82,0,0,D
0,251,67344964,65,0,0,D
0,272,45050556,84,0,0,D
0,267,52046867,78,1,0,D
0,267,73679923,23,0,0,D
0,281,41289691,64,0,0,D
0,242,65913327,19,0,0,D
0,246,75333457,63,0,0,D
0,255,53808661,79,0,0,D
0,277,36154541,29,0,0,D
0,253,11219098,81,0,0,D
0,250,9712381,25,0,0,D
0,254,84304725,75,0,0,D
0,265,14251865,87,0,0,D
0,277,98697705,70,0,0,D
0,275,71828900,69,0,0,D
0,255,70262443,58,0,0,D
0,278,7907130,68,0,0,D
0,246,96434389,55,1,0,D
0,271,97334804,27,0,0,D
0,263,6686737,83,0,0,D
0,254,4065358,58,0,0,D
0,237,7261073,58,0,0,D
0,270,71942063,24,0,0,D
0,266,15299445,56,0,0,D
0,254,17904970,57,1,0,D
0,242,82144440,86,0,0,D
0,254,82441686,81,0,0,D
0,263,13031775,81,0,0,D
0,268,89829099,76,1,0,D
0,269,60144474,18,0,0,D
0,261,56035565,72,0,0,D
0,257,31823209,68,0,0,D
0,252,35191585,74,0,0,D
0,268,87673507,68,0,0,D
0,236,9900894,59,1,0,D
0,267,6392865,77,1,0,D
0,249,41027829,79,0,0,D
0,262,85389839,72,0,0,D
0,255,10948769,78,0,0,D
0,241,48073127,26,0,0,D
0,235,23706468,68,1,0,D
0,255,87638599,60,1,0,D
0,251,76285443,81,0,0,D
0,246,74701705,59,1,0,D
0,264,15583654,89,0,0,D
0,280,4757606,21,0,0,D
0,271,46855605,59,0,0,D
0,276,73577450,77,0,0,D
0,277,31550050,90,0,0,D
0,254,6810785,68,0,0,D
0,235,15270273,81,0,0,D
0,261,20154341,69,0,0,D
0,270,6967153,85,0,0,D
0,268,70621217,76,0,0,D
0,280,37717620,76,0,0,D
0,269,17263591,84,0,0,D
0,274,17101472,58,1,0,D
0,279,5979469,19,0,0,D
0,260,60787724,20,0,0,D
0,270,96834829,85,0,0,D
0,281,61279747,55,1,0,D
0,270,35432853,80,0,0,D
0,275,54713312,21,0,0,D
0,237,47891780,66,0,0,D
0,278,34460690,63,1,0,D
0,243,66296421,66,0,0,D
0,245,73529893,23,0,0,D
0,276,85754239,71,1,0,D
0,244,94678697,22,0,0,D
0,249,93639036,22,1,0,D
0,253,89167461,68,0,0,D
0,252,29038033,19,1,0,D
0,274,50053904,63,1,0,D
0,258,24034883,59,1,0,D
0,237,87020629,79,0,0,D
0,266,56649717,90,0,0,D
0,253,53216172,21,0,0,D
0,278,33504324,28,0,0,D
0,247,73430376,77,1,0,D
0,237,79468155,30,0,0,D
0,272,90944523,70,0,0,D
0,264,16905407,76,0,0,D
0,251,73428851,77,1,0,D
0,244,3521762,29,0,0,D
0,260,71717102,57,1,0,D
0,264,86805289,78,0,0,D
0,267,95985606,70,0,0,D
0,255,15937785,25,0,0,D
0,252,33418144,80,0,0,D
0,239,21865530,30,0,0,D
0,254,54228964,69,0,0,D
0,279,46056568,62,0,0,D
0,273,59688299,90,0,0,D
0,278,70643000,83,0,0,D
0,258,62077826,89,0,0,D
0,259,62405319,85,0,0,D
0,252,15309999,67,0,0,D
0,272,9872797,75,0,0,D
0,251,31606048,61,1,0,D
0,281,52656216,85,0,0,D
0,256,15081305,64,1,0,D
0,270,7121216,77,0,0,D
0,271,24304563,82,0,0,D
0,263,23437352,23,0,0,D
0,248,24133731,86,0,0,D
0,258,49063382,90,0,0,D
0,280,79927099,83,0,0,D
0,250,8897331,86,0,0,D
0,245,46233189,70,1,0,D
0,280,60439581,61,1,0,D
0,239,67472343,26,0,0,D
0,281,53862709,61,1,0,D
0,242,14196859,23,1,0,D
0,279,21848971,30,0,0,D
0,256,53177154,85,0,0,D
0,264,74204979,79,0,0,D
0,259,61668163,69,0,0,D
0,257,6873956,78,0,0,D
0,261,1651648,55,0,0,D
0,260,56842770,89,0,0,D
0,246,22913675,57,0,0,D
0,272,74710608,30,0,0,D
0,251,26905181,59,0,0,D
0,242,85168915,88,0,0,D
0,270,42112683,68,0,0,D
0,273,55259494,80,0,0,D
0,258,38788279,88,0,0,D
0,260,76410027,21,0,0,D
0,260,84216747,18,0,0,D
0,244,31193940,59,0,0,D
0,252,64140583,66,1,0,D
0,267,62012941,72,0,0,D
0,248,26557592,25,1,0,D
0,280,87049597,71,0,0,D
0,261,12502022,22,0,0,D
0,245,78530572,76,1,0,D
0,273,63053766,24,0,0,D
0,270,46186845,78,1,0,D
0,266,96425925,71,0,0,D
0,275,39247443,23,1,0,D
0,260,26977410,19,0,0,D
0,259,15837030,80,0,0,D
0,240,42392830,76,0,0,D
0,253,58195116,68,1,0,D
0,235,94236226,76,1,0,D
0,260,2024485,69,1,0,D
0,240,65112502,84,0,0,D
0,248,10851867,71,0,0,D
0,241,27754693,24,1,0,D
0,259,6766404,61,0,0,D
0,245,99498478,90,0,0,D
0,263,96429149,21,0,0,D
0,281,9088753,76,0,0,D
0,275,26274509,63,0,0,D
0,266,43936156,19,0,0,D
0,272,39357668,90,0,0,D
0,275,72980166,71,1,0,D
0,275,99931267,84,0,0,D
0,262,9752487,55,0,0,D
0,273,51405875,58,0,0,D
0,258,94412816,88,0,0,D
0,269,97378777,30,0,0,D
0,252,8125501,60,0,0,D
0,254,80909125,89,0,0,D
0,249,82516333,62,0,0,D
0,250,21191290,81,0,0,D
0,250,8570480,68,1,0,D
0,273,26306232,73,0,0,D
0,249,73662496,82,0,0,D
0,237,59015872,89,0,0,D
0,262,54803062,60,0,0,D
0,260,25565152,27,0,0,D
0,270,78972069,86,0,0,D
0,276,81905575,81,0,0,D
0,255,45147446,86,0,0,D
0,258,65120513,57,1,0,D
0,256,57611208,19,1,0,D
0,258,46786014,68,0,0,D
0,266,76270018,20,0,0,D
0,250,72468120,65,0,0,D
0,235,84256710,90,0,0,D
0,246,82702860,89,0,0,D
0,246,65881984,69,0,0,D
0,265,48594545,80,0,0,D
0,240,41420507,59,1,0,D
0,242,40961051,58,0,0,D
0,241,27826149,79,0,0,D
0,268,39530064,72,0,0,D
0,259,98674746,64,0,0,D
0,237,5480178,65,1,0,D
0,274,20786316,69,0,0,D
0,246,25781559,30,0,0,D
0,262,8930343,20,1,0,D
0,267,97867693,26,0,0,D
0,254,71335963,63,1,0,D
0,266,4331852,80,0,0,D
0,275,94359087,23,1,0,D
0,257,59011955,25,0,0,D
0,272,51536012,28,0,0,D
0,261,81120018,73,0,0,D
0,255,58902002,55,0,0,D
0,249,55152667,62,0,0,D
0,267,1944271,72,1,0,D
0,276,95315336,25,0,0,D
0,238,30912040,83,0,0,D
0,244,42359733,29,0,0,D
0,258,37697620,85,0,0,D
0,255,45229865,61,1,0,D
0,264,99185992,57,0,0,D
0,266,30914557,84,0,0,D
0,251,91836443,88,0,0,D
0,265,11375722,28,0,0,D
0,275,87952413,64,0,0,D
0,242,86584702,69,0,0,D
0,268,54005211,79,0,0,D
0,256,82502462,62,1,0,D
0,256,61811051,58,0,0,D
0,250,63604468,89,0,0,D
0,246,27390443,64,0,0,D
0,257,30644690,61,0,0,D
0,276,73141295,21,0,0,D
0,258,49655314,81,0,0,D
0,264,22754940,72,0,0,D
0,261,23629613,57,0,0,D
0,250,87302898,27,0,0,D
0,257,94073561,70,0,0,D
0,235,40427198,89,0,0,D
0,255,77218354,57,0,0,D
0,247,82546159,87,0,0,D
0,270,46322401,79,0,0,D
0,264,38314671,68,1,0,D
0,255,17528273,65,1,0,D
0,271,89167428,66,1,0,D
0,250,98359053,63,0,0,D
0,239,73576264,55,0,0,D
0,273,69969105,81,0,0,D
0,267,28064724,71,1,0,D
0,271,73033832,29,0,0,D
0,262,86732576,86,0,0,D
0,239,30246711,30,1,0,D
0,272,62725678,82,0,0,D
0,241,49280602,18,0,0,D
0,243,93291475,60,0,0,D
0,279,6410586,73,0,0,D
0,280,93873993,63,0,0,D
0,259,15726959,79,0,0,D
0,236,6686500,62,0,0,D
0,249,76466046,73,0,0,D
0,259,9966166,68,1,0,D
0,235,24278835,74,0,0,D
0,251,60394334,84,0,0,D
0,246,74764472,71,0,0,D
0,263,97301554,72,0,0,D
0,256,60175955,62,0,0,D
0,273,95870156,85,0,0,D
0,277,17951796,86,0,0,D
0,267,7465350,79,0,0,D
0,276,89570971,78,0,0,D
0,269,4692226,66,0,0,D
0,250,58777017,21,0,0,D
0,263,91063935,87,0,0,D
0,254,35701655,80,0,0,D
0,265,81712192,65,1,0,D
0,244,79350984,58,0,0,D
0,253,14066291,74,1,0,D
0,278,27701779,28,1,0,D
0,241,49033526,27,1,0,D
0,251,37523958,18,0,0,D
0,251,19600514,87,0,0,D
0,236,71811158,58,1,0,D
0,238,52058327,58,1,0,D
0,243,83401084,18,0,0,D
0,268,4093590,76,0,0,D
0,260,93317526,80,0,0,D
0,257,51891906,24,0,0,D
0,265,13538972,70,0,0,D
0,276,20060202,73,0,0,D
0,244,78073582,66,0,0,D
0,259,54645247,87,0,0,D
0,278,12517250,69,0,0,D
0,238,14853895,60,0,0,D
0,235,25004616,20,0,0,D
0,240,37950175,58,0,0,D
0,255,56748933,60,1,0,D
0,251,57005158,75,0,0,D
0,261,1525728,66,0,0,D
0,277,24973869,73,1,0,D
0,249,68020512,87,0,0,D
0,240,15675130,25,0,0,D
0,250,37068025,30,1,0,D
0,253,25929760,30,0,0,D
0,264,8426463,77,0,0,D
0,256,96302685,63,0,0,D
