year,dep_delay,carrier,origin,dest,air_time,distance
2013,5,EV,LGA,IAD,53,229
2013,8,EV,JFK,IAD,47,228
2013,8,EV,LGA,IAD,49,229
2013,5,EV,EWR,IAD,52,212
2013,98,EV,EWR,IAD,46,212
2013,9,B6,JFK,IAD,46,228
2013,9,9E,JFK,IAD,46,228
2013,83,YV,LGA,IAD,47,229
2013,9,EV,JFK,IAD,46,228
2013,8,EV,JFK,IAD,47,228
2013,9,UA,EWR,IAH,193,1400
2013,51,UA,EWR,IAH,182,1400
2013,8,UA,EWR,IAH,185,1400
2013,5,UA,EWR,IAH,179,1400
2013,6,UA,EWR,IAH,197,1400
2013,76,UA,EWR,IAH,191,1400
2013,61,UA,EWR,IAH,183,1400
2013,5,UA,EWR,IAH,189,1400
2013,54,UA,LGA,IAH,188,1416
2013,71,UA,LGA,IAH,185,1416
2013,62,UA,EWR,IAH,191,1400
2013,6,UA,LGA,IAH,202,1416
2013,69,UA,LGA,IAH,191,1416
2013,68,UA,EWR,IAH,196,1400
2013,85,UA,EWR,IAH,188,1400
2013,66,UA,LGA,IAH,195,1416
2013,9,UA,LGA,IAH,203,1416
2013,61,UA,EWR,IAH,203,1400
2013,55,UA,LGA,IAH,193,1416
2013,69,UA,EWR,IAH,198,1400
2013,6,UA,EWR,IAH,190,1400
2013,6,UA,EWR,IAH,198,1400
2013,7,UA,LGA,IAH,211,1416
2013,68,UA,EWR,IAH,222,1400
2013,5,UA,EWR,IAH,217,1400
2013,69,UA,EWR,IAH,212,1400
2013,60,UA,LGA,IAH,209,1416
2013,6,UA,LGA,IAH,200,1416
2013,7,UA,EWR,IAH,193,1400
2013,5,UA,EWR,IAH,171,1400
2013,9,UA,LGA,IAH,178,1416
2013,9,UA,LGA,IAH,191,1416
2013,6,UA,EWR,IAH,194,1400
2013,87,UA,EWR,IAH,184,1400
2013,8,UA,EWR,IAH,194,1400
2013,82,UA,EWR,IAH,198,1400
2013,69,UA,EWR,IAH,197,1400
2013,5,UA,EWR,IAH,200,1400
2013,7,UA,LGA,IAH,210,1416
2013,5,UA,LGA,IAH,213,1416
2013,5,UA,EWR,IAH,205,1400
2013,6,UA,LGA,IAH,206,1416
2013,9,UA,LGA,IAH,210,1416
2013,5,UA,LGA,IAH,206,1416
2013,6,UA,EWR,IAH,217,1400
2013,78,UA,EWR,IAH,224,1400
2013,5,UA,EWR,IAH,222,1400
2013,6,UA,EWR,IAH,226,1400
2013,61,UA,LGA,IAH,224,1416
2013,5,UA,EWR,IAH,225,1400
2013,5,UA,LGA,IAH,221,1416
2013,7,UA,EWR,IAH,219,1400
2013,8,UA,LGA,IAH,237,1416
2013,5,UA,EWR,IAH,210,1400
2013,6,UA,LGA,IAH,222,1416
2013,5,UA,EWR,IAH,209,1400
2013,5,UA,EWR,IAH,207,1400
2013,8,UA,EWR,IAH,207,1400
2013,6,UA,LGA,IAH,190,1416
2013,5,UA,EWR,IAH,210,1400
2013,8,UA,EWR,IAH,203,1400
2013,5,UA,EWR,IAH,201,1400
2013,8,UA,LGA,IAH,233,1416
2013,8,UA,EWR,IAH,218,1400
2013,6,UA,LGA,IAH,219,1416
2013,7,UA,LGA,IAH,232,1416
2013,9,UA,EWR,IAH,225,1400
2013,5,UA,LGA,IAH,213,1416
2013,69,UA,EWR,IAH,188,1400
2013,7,UA,EWR,IAH,199,1400
2013,7,UA,EWR,IAH,206,1400
2013,7,UA,LGA,IAH,195,1416
2013,6,UA,EWR,IAH,192,1400
2013,5,UA,LGA,IAH,226,1416
2013,9,UA,EWR,IAH,213,1400
2013,9,UA,LGA,IAH,220,1416
2013,56,EV,EWR,IND,100,645
2013,6,EV,EWR,IND,106,645
2013,90,EV,EWR,IND,89,645
2013,9,EV,EWR,IND,95,645
2013,8,EV,EWR,IND,102,645
2013,7,9E,JFK,IND,102,665
2013,8,EV,EWR,IND,126,645
2013,6,EV,EWR,IND,101,645
2013,92,EV,EWR,IND,106,645
2013,8,EV,EWR,IND,101,645
2013,89,9E,JFK,IND,120,665
2013,8,9E,JFK,IND,116,665
2013,57,9E,JFK,IND,109,665
2013,67,EV,EWR,IND,112,645
2013,65,EV,EWR,IND,105,645
2013,88,EV,EWR,IND,101,645
2013,7,9E,JFK,IND,100,665
2013,8,9E,JFK,IND,96,665
2013,80,EV,EWR,IND,97,645
2013,67,9E,JFK,IND,95,665
2013,60,EV,LGA,JAX,133,833
2013,73,EV,EWR,JAX,134,820
2013,7,B6,JFK,JAX,115,828
2013,5,B6,JFK,JAX,113,828
2013,65,EV,EWR,JAX,126,820
2013,57,B6,JFK,JAX,110,828
2013,7,B6,JFK,JAX,110,828
2013,52,EV,EWR,JAX,117,820
2013,65,9E,JFK,JAX,115,828
2013,6,B6,JFK,JAX,119,828
2013,6,EV,EWR,JAX,133,820
2013,54,9E,JFK,JAX,116,828
2013,6,EV,LGA,JAX,106,833
2013,90,B6,JFK,JAX,107,828
2013,6,EV,LGA,JAX,118,833
2013,50,EV,LGA,JAX,130,833
2013,54,9E,JFK,JAX,109,828
2013,5,EV,EWR,JAX,126,820
2013,56,B6,JFK,JAX,172,828
2013,5,EV,LGA,JAX,124,833
2013,6,EV,EWR,JAX,128,820
2013,8,B6,JFK,JAX,119,828
2013,55,B6,JFK,JAX,119,828
2013,51,UA,EWR,LAS,279,2227
2013,9,UA,EWR,LAS,280,2227
2013,9,DL,JFK,LAS,321,2248
2013,7,UA,EWR,LAS,305,2227
2013,7,UA,EWR,LAS,304,2227
2013,70,B6,JFK,LAS,306,2248
2013,66,UA,EWR,LAS,301,2227
2013,9,DL,JFK,LAS,307,2248
2013,6,DL,JFK,LAS,303,2248
2013,7,DL,JFK,LAS,315,2248
2013,75,UA,EWR,LAS,303,2227
2013,50,UA,EWR,LAS,303,2227
2013,60,B6,JFK,LAS,315,2248
2013,8,B6,JFK,LAS,300,2248
2013,8,AA,JFK,LAS,306,2248
2013,5,DL,JFK,LAS,313,2248
2013,5,VX,JFK,LAS,311,2248
2013,5,DL,JFK,LAS,300,2248
2013,65,B6,JFK,LAS,298,2248
2013,62,DL,JFK,LAS,296,2248
2013,54,B6,JFK,LAS,293,2248
2013,8,VX,JFK,LAS,301,2248
2013,5,UA,EWR,LAS,294,2227
2013,79,B6,JFK,LAS,293,2248
2013,6,VX,JFK,LAS,320,2248
2013,74,AA,JFK,LAS,328,2248
2013,50,B6,JFK,LAS,321,2248
2013,9,B6,JFK,LAS,343,2248
2013,54,AA,JFK,LAS,326,2248
2013,63,UA,EWR,LAS,313,2227
2013,9,UA,EWR,LAS,302,2227
2013,9,B6,JFK,LAS,305,2248
2013,8,UA,EWR,LAS,315,2227
2013,59,DL,JFK,LAS,303,2248
2013,8,B6,JFK,LAS,305,2248
2013,7,DL,JFK,LAS,329,2248
2013,9,B6,JFK,LAS,333,2248
2013,5,DL,JFK,LAS,317,2248
2013,82,UA,EWR,LAS,295,2227
2013,8,UA,EWR,LAS,299,2227
2013,6,UA,EWR,LAS,300,2227
2013,65,DL,JFK,LAS,295,2248
2013,9,UA,EWR,LAS,295,2227
2013,9,DL,JFK,LAS,299,2248
2013,9,B6,JFK,LAS,318,2248
2013,6,B6,JFK,LAS,307,2248
2013,6,B6,JFK,LAS,320,2248
2013,6,VX,JFK,LAX,315,2475
2013,7,VX,JFK,LAX,309,2475
2013,51,UA,JFK,LAX,300,2475
2013,9,VX,JFK,LAX,312,2475
2013,6,UA,EWR,LAX,304,2454
2013,6,UA,JFK,LAX,311,2475
2013,5,AA,JFK,LAX,311,2475
2013,5,VX,JFK,LAX,318,2475
2013,7,VX,JFK,LAX,322,2475
2013,91,AA,JFK,LAX,308,2475
2013,7,UA,EWR,LAX,304,2454
2013,60,AA,JFK,LAX,339,2475
2013,7,B6,JFK,LAX,364,2475
2013,9,UA,EWR,LAX,330,2454
2013,5,UA,JFK,LAX,342,2475
2013,5,AA,JFK,LAX,335,2475
2013,6,AA,JFK,LAX,349,2475
2013,6,UA,JFK,LAX,327,2475
2013,8,UA,EWR,LAX,318,2454
2013,7,DL,JFK,LAX,341,2475
2013,6,UA,EWR,LAX,336,2454
2013,71,UA,JFK,LAX,339,2475
2013,8,UA,JFK,LAX,347,2475
2013,9,AA,JFK,LAX,321,2475
2013,53,UA,EWR,LAX,317,2454
2013,9,UA,EWR,LAX,339,2454
2013,95,B6,JFK,LAX,332,2475
2013,88,AA,EWR,LAX,347,2454
2013,6,UA,EWR,LAX,336,2454
2013,66,UA,JFK,LAX,340,2475
2013,76,VX,JFK,LAX,338,2475
2013,92,AA,JFK,LAX,348,2475
2013,58,UA,JFK,LAX,335,2475
2013,93,B6,JFK,LAX,341,2475
2013,5,VX,JFK,LAX,344,2475
2013,6,DL,JFK,LAX,335,2475
2013,70,AA,JFK,LAX,349,2475
2013,93,UA,EWR,LAX,333,2454
2013,65,B6,JFK,LAX,349,2475
2013,53,DL,JFK,LAX,339,2475
2013,6,VX,JFK,LAX,329,2475
2013,50,UA,JFK,LAX,324,2475
2013,67,B6,JFK,LAX,317,2475
2013,50,AA,JFK,LAX,328,2475
2013,9,AA,JFK,LAX,322,2475
2013,8,UA,EWR,LAX,297,2454
2013,74,UA,JFK,LAX,323,2475
2013,66,B6,JFK,LAX,316,2475
2013,5,DL,JFK,LAX,309,2475
2013,9,B6,JFK,LAX,306,2475
2013,60,UA,EWR,LAX,301,2454
2013,81,B6,JFK,LAX,319,2475
2013,6,B6,JFK,LAX,318,2475
2013,6,UA,EWR,LAX,317,2454
2013,67,VX,JFK,LAX,327,2475
2013,57,UA,EWR,LAX,324,2454
2013,5,UA,EWR,LAX,322,2454
2013,90,AA,JFK,LAX,320,2475
2013,5,DL,JFK,LAX,324,2475
2013,5,DL,JFK,LAX,310,2475
2013,8,B6,JFK,LAX,325,2475
2013,6,UA,JFK,LAX,313,2475
2013,9,B6,JFK,LAX,313,2475
2013,7,UA,JFK,LAX,310,2475
2013,7,VX,JFK,LAX,319,2475
2013,7,UA,JFK,LAX,305,2475
2013,5,VX,JFK,LAX,338,2475
2013,8,UA,JFK,LAX,333,2475
2013,5,B6,JFK,LAX,342,2475
2013,5,AA,JFK,LAX,343,2475
2013,5,UA,EWR,LAX,331,2454
2013,7,UA,EWR,LAX,359,2454
2013,6,B6,JFK,LAX,355,2475
2013,92,DL,JFK,LAX,350,2475
2013,7,B6,JFK,LAX,352,2475
2013,50,AA,JFK,LAX,334,2475
2013,8,VX,JFK,LAX,358,2475
2013,800,DL,JFK,LAX,335,2475
2013,9,UA,JFK,LAX,355,2475
2013,51,AA,EWR,LAX,346,2454
2013,83,AA,JFK,LAX,344,2475
2013,7,UA,EWR,LAX,335,2454
2013,9,UA,EWR,LAX,336,2454
2013,7,B6,JFK,LAX,349,2475
2013,63,UA,EWR,LAX,356,2454
2013,5,UA,EWR,LAX,308,2454
2013,7,AA,JFK,LAX,325,2475
2013,6,UA,EWR,LAX,345,2454
2013,6,VX,JFK,LAX,365,2475
2013,9,DL,JFK,LAX,354,2475
2013,5,VX,JFK,LAX,353,2475
2013,8,UA,EWR,LAX,337,2454
2013,8,VX,JFK,LAX,346,2475
2013,7,VX,JFK,LAX,343,2475
2013,8,UA,EWR,LAX,334,2454
2013,5,VX,JFK,LAX,343,2475
2013,5,UA,JFK,LAX,325,2475
2013,6,DL,JFK,LAX,333,2475
2013,78,UA,EWR,LAX,315,2454
2013,5,UA,EWR,LAX,315,2454
2013,90,B6,JFK,LAX,324,2475
2013,7,UA,EWR,LAX,322,2454
2013,70,AA,JFK,LAX,312,2475
2013,8,VX,JFK,LAX,342,2475
2013,5,UA,JFK,LAX,327,2475
2013,6,AA,JFK,LAX,342,2475
2013,6,UA,EWR,LAX,331,2454
2013,5,B6,JFK,LAX,340,2475
2013,5,VX,JFK,LAX,345,2475
2013,5,UA,JFK,LAX,331,2475
2013,7,UA,JFK,LAX,338,2475
2013,8,VX,JFK,LAX,343,2475
2013,9,B6,JFK,LAX,334,2475
2013,7,UA,EWR,LAX,315,2454
2013,62,AA,JFK,LAX,337,2475
2013,6,AA,JFK,LAX,325,2475
2013,92,DL,JFK,LAX,328,2475
2013,7,UA,EWR,LAX,347,2454
2013,78,UA,EWR,LAX,329,2454
2013,62,UA,EWR,LAX,345,2454
2013,8,VX,JFK,LAX,352,2475
2013,74,UA,EWR,LAX,339,2454
2013,59,EV,EWR,ALB,42,143
2013,78,EV,EWR,ALB,29,143
2013,69,EV,EWR,ALB,34,143
2013,52,EV,EWR,ALB,29,143
2013,5,EV,EWR,ATL,125,746
2013,9,MQ,LGA,ATL,113,762
2013,9,DL,JFK,ATL,113,760
2013,7,DL,LGA,ATL,116,762
2013,72,EV,EWR,ATL,125,746
2013,80,EV,EWR,ATL,119,746
2013,64,MQ,LGA,ATL,115,762
2013,7,EV,EWR,ATL,115,746
2013,55,EV,EWR,ATL,120,746
2013,66,MQ,LGA,ATL,118,762
2013,9,DL,LGA,ATL,124,762
2013,5,DL,EWR,ATL,115,746
2013,545,DL,EWR,ATL,119,746
2013,5,FL,LGA,ATL,123,762
2013,8,DL,JFK,ATL,106,760
2013,7,FL,LGA,ATL,102,762
2013,6,FL,LGA,ATL,116,762
2013,6,MQ,LGA,ATL,110,762
2013,8,FL,LGA,ATL,112,762
2013,60,DL,JFK,ATL,111,760
2013,7,EV,EWR,ATL,113,746
2013,9,DL,LGA,ATL,108,762
2013,9,EV,EWR,ATL,99,746
2013,8,DL,EWR,ATL,116,746
2013,5,FL,LGA,ATL,111,762
2013,53,EV,EWR,ATL,119,746
2013,5,FL,LGA,ATL,113,762
2013,94,EV,EWR,ATL,117,746
2013,82,FL,LGA,ATL,116,762
2013,55,FL,LGA,ATL,119,762
2013,95,MQ,LGA,ATL,125,762
2013,8,DL,LGA,ATL,127,762
2013,64,DL,EWR,ATL,115,746
2013,73,FL,LGA,ATL,120,762
2013,98,EV,EWR,ATL,120,746
2013,6,DL,LGA,ATL,117,762
2013,8,DL,EWR,ATL,118,746
2013,7,EV,EWR,ATL,114,746
2013,53,EV,EWR,ATL,118,746
2013,70,DL,LGA,ATL,115,762
2013,52,EV,EWR,ATL,114,746
2013,7,EV,EWR,ATL,111,746
2013,99,DL,EWR,ATL,104,746
2013,73,MQ,LGA,ATL,109,762
2013,96,DL,EWR,ATL,105,746
2013,92,EV,EWR,ATL,108,746
2013,93,EV,EWR,ATL,125,746
2013,59,DL,EWR,ATL,123,746
2013,65,DL,LGA,ATL,120,762
2013,9,DL,JFK,ATL,122,760
2013,92,EV,EWR,ATL,112,746
2013,86,DL,EWR,ATL,121,746
2013,58,FL,LGA,ATL,139,762
2013,77,MQ,LGA,ATL,136,762
2013,7,DL,JFK,ATL,126,760
2013,72,EV,EWR,ATL,128,746
2013,5,DL,LGA,ATL,125,762
2013,9,FL,LGA,ATL,124,762
2013,5,FL,LGA,ATL,116,762
2013,9,DL,LGA,ATL,116,762
2013,91,MQ,LGA,ATL,118,762
2013,51,FL,LGA,ATL,115,762
2013,5,EV,EWR,ATL,125,746
2013,78,MQ,LGA,ATL,115,762
2013,69,FL,LGA,ATL,118,762
2013,56,FL,LGA,ATL,124,762
2013,50,DL,EWR,ATL,109,746
2013,96,EV,EWR,ATL,122,746
2013,85,DL,EWR,ATL,114,746
2013,64,FL,LGA,ATL,120,762
2013,88,EV,EWR,ATL,122,746
2013,68,EV,EWR,ATL,105,746
2013,87,DL,LGA,ATL,115,762
2013,9,DL,LGA,ATL,115,762
2013,64,FL,LGA,ATL,108,762
2013,73,FL,LGA,ATL,109,762
2013,93,DL,EWR,ATL,104,746
2013,69,DL,EWR,ATL,104,746
2013,66,EV,EWR,ATL,108,746
2013,88,DL,LGA,ATL,110,762
2013,9,EV,EWR,ATL,106,746
2013,93,MQ,LGA,ATL,115,762
2013,7,DL,LGA,ATL,114,762
2013,70,EV,EWR,ATL,124,746
2013,8,EV,EWR,ATL,124,746
2013,53,FL,LGA,ATL,120,762
2013,8,DL,LGA,ATL,119,762
2013,62,MQ,LGA,ATL,112,762
2013,79,DL,EWR,ATL,110,746
2013,8,FL,LGA,ATL,112,762
2013,77,DL,EWR,ATL,106,746
2013,5,DL,JFK,ATL,112,760
2013,72,EV,EWR,ATL,117,746
2013,8,DL,JFK,ATL,109,760
2013,53,MQ,LGA,ATL,110,762
2013,64,DL,EWR,ATL,109,746
2013,75,EV,EWR,ATL,114,746
2013,61,DL,LGA,ATL,114,762
2013,9,DL,LGA,ATL,113,762
2013,84,DL,EWR,ATL,111,746
2013,9,DL,LGA,ATL,109,762
2013,7,EV,EWR,ATL,117,746
2013,8,EV,EWR,ATL,111,746
2013,9,FL,LGA,ATL,124,762
2013,9,EV,EWR,ATL,156,746
2013,5,DL,LGA,ATL,119,762
2013,6,FL,LGA,ATL,129,762
2013,7,EV,EWR,ATL,115,746
2013,9,FL,LGA,ATL,122,762
2013,6,DL,EWR,ATL,106,746
2013,93,DL,LGA,ATL,110,762
2013,9,DL,JFK,ATL,109,760
2013,8,DL,JFK,ATL,104,760
2013,60,DL,LGA,ATL,107,762
2013,51,EV,EWR,ATL,107,746
2013,61,DL,EWR,ATL,99,746
2013,52,EV,EWR,ATL,94,746
2013,65,B6,JFK,AUS,230,1521
2013,97,UA,EWR,AUS,223,1504
2013,56,UA,EWR,AUS,218,1504
2013,52,B6,JFK,AUS,244,1521
2013,92,UA,EWR,AUS,208,1504
2013,75,B6,JFK,AUS,211,1521
2013,7,DL,JFK,AUS,194,1521
2013,51,B6,JFK,AUS,200,1521
2013,5,B6,JFK,AUS,218,1521
2013,7,UA,EWR,AUS,221,1504
2013,91,UA,EWR,AUS,213,1504
2013,50,AA,JFK,AUS,214,1521
2013,80,UA,EWR,AUS,205,1504
2013,55,UA,EWR,AUS,218,1504
2013,57,B6,JFK,AUS,221,1521
2013,58,AA,JFK,AUS,231,1521
2013,61,B6,JFK,AUS,227,1521
2013,5,B6,JFK,AUS,225,1521
2013,56,UA,EWR,AUS,210,1504
2013,97,UA,EWR,AUS,202,1504
2013,97,WN,EWR,AUS,234,1504
2013,53,B6,JFK,AUS,235,1521
2013,7,WN,EWR,AUS,215,1504
2013,8,B6,JFK,AUS,222,1521
2013,7,DL,JFK,AUS,201,1521
2013,82,EV,EWR,BDL,26,116
2013,5,EV,EWR,BDL,26,116
2013,90,EV,EWR,BDL,24,116
2013,58,EV,EWR,BDL,26,116
2013,57,EV,EWR,BDL,24,116
2013,68,EV,EWR,BDL,24,116
2013,8,EV,EWR,BDL,24,116
2013,92,EV,EWR,BDL,27,116
2013,9,EV,EWR,BDL,23,116
2013,54,EV,EWR,BDL,25,116
2013,85,EV,EWR,BDL,28,116
2013,68,EV,EWR,BDL,25,116
2013,67,EV,EWR,BDL,31,116
2013,63,EV,LGA,BGR,51,378
2013,56,EV,LGA,BGR,55,378
2013,83,EV,LGA,BGR,50,378
2013,54,EV,LGA,BGR,53,378
2013,57,EV,LGA,BHM,113,866
2013,73,WN,EWR,BNA,123,748
2013,5,WN,LGA,BNA,124,764
2013,74,EV,EWR,BNA,132,748
2013,60,EV,EWR,BNA,127,748
2013,6,MQ,JFK,BNA,133,765
2013,9,WN,LGA,BNA,122,764
2013,9,WN,EWR,BNA,107,748
2013,6,WN,LGA,BNA,110,764
2013,8,WN,EWR,BNA,115,748
2013,58,EV,EWR,BNA,114,748
2013,68,WN,EWR,BNA,116,748
2013,9,WN,LGA,BNA,110,764
2013,92,EV,EWR,BNA,108,748
2013,75,MQ,JFK,BNA,111,765
2013,8,MQ,LGA,BNA,111,764
2013,7,WN,EWR,BNA,119,748
2013,50,MQ,JFK,BNA,130,765
2013,73,EV,EWR,BNA,133,748
2013,53,MQ,LGA,BNA,132,764
2013,57,MQ,LGA,BNA,120,764
2013,74,EV,EWR,BNA,126,748
2013,90,MQ,LGA,BNA,115,764
2013,57,EV,EWR,BNA,130,748
2013,64,WN,LGA,BNA,125,764
2013,87,MQ,LGA,BNA,131,764
2013,89,EV,EWR,BNA,131,748
2013,9,WN,EWR,BNA,125,748
2013,5,WN,LGA,BNA,122,764
2013,60,9E,JFK,BNA,120,765
2013,8,EV,EWR,BNA,114,748
2013,80,MQ,LGA,BNA,106,764
2013,89,WN,LGA,BNA,110,764
2013,66,9E,JFK,BNA,105,765
2013,6,MQ,LGA,BNA,107,764
2013,5,MQ,LGA,BNA,102,764
2013,56,EV,EWR,BNA,111,748
2013,7,9E,JFK,BNA,109,765
2013,88,EV,EWR,BNA,104,748
2013,56,EV,EWR,BNA,110,748
2013,96,MQ,JFK,BNA,111,765
2013,73,WN,LGA,BNA,112,764
2013,90,EV,EWR,BNA,110,748
2013,69,MQ,LGA,BNA,109,764
2013,65,MQ,LGA,BNA,120,764
2013,8,EV,EWR,BNA,128,748
2013,6,MQ,LGA,BNA,109,764
2013,6,EV,EWR,BNA,113,748
2013,63,EV,EWR,BNA,108,748
2013,58,MQ,LGA,BNA,123,764
2013,76,MQ,LGA,BNA,108,764
2013,58,9E,JFK,BNA,105,765
2013,53,WN,LGA,BNA,113,764
2013,5,WN,LGA,BNA,123,764
2013,68,EV,EWR,BNA,129,748
2013,5,MQ,JFK,BNA,127,765
2013,64,MQ,LGA,BNA,125,764
2013,88,MQ,LGA,BNA,121,764
2013,9,EV,EWR,BNA,113,748
2013,59,EV,EWR,BNA,120,748
2013,88,WN,LGA,BNA,117,764
2013,89,MQ,LGA,BNA,127,764
2013,7,9E,JFK,BNA,105,765
2013,7,WN,EWR,BNA,118,748
2013,55,EV,EWR,BNA,112,748
2013,50,EV,EWR,BNA,106,748
2013,53,EV,EWR,BNA,103,748
2013,74,EV,EWR,BNA,105,748
2013,84,EV,EWR,BNA,105,748
2013,9,9E,JFK,BNA,102,765
2013,79,B6,JFK,BOS,46,187
2013,58,UA,EWR,BOS,35,200
2013,61,B6,JFK,BOS,43,187
2013,9,US,LGA,BOS,33,184
2013,7,B6,EWR,BOS,40,200
2013,59,UA,EWR,BOS,44,200
2013,5,AA,JFK,BOS,41,187
2013,8,UA,EWR,BOS,43,200
2013,51,B6,JFK,BOS,35,187
2013,86,B6,JFK,BOS,42,187
2013,89,US,LGA,BOS,41,184
2013,52,B6,JFK,BOS,41,187
2013,8,UA,EWR,BOS,40,200
2013,7,UA,EWR,BOS,40,200
2013,9,9E,JFK,BOS,35,187
2013,51,US,LGA,BOS,37,184
2013,8,B6,JFK,BOS,35,187
2013,54,US,LGA,BOS,40,184
2013,63,US,LGA,BOS,39,184
2013,5,UA,EWR,BOS,39,200
2013,6,B6,EWR,BOS,49,200
2013,6,B6,EWR,BOS,39,200
2013,5,B6,EWR,BOS,37,200
2013,8,UA,EWR,BOS,37,200
2013,9,B6,EWR,BOS,33,200
2013,81,9E,JFK,BOS,32,187
2013,52,UA,EWR,BOS,35,200
2013,87,9E,JFK,BOS,34,187
2013,5,9E,JFK,BOS,35,187
2013,51,US,LGA,BOS,34,184
2013,8,UA,EWR,BOS,33,200
2013,5,B6,JFK,BOS,32,187
2013,56,B6,EWR,BOS,34,200
2013,56,US,LGA,BOS,32,184
2013,7,AA,JFK,BOS,31,187
2013,7,UA,EWR,BOS,35,200
2013,71,US,LGA,BOS,30,184
2013,64,B6,JFK,BOS,34,187
2013,64,US,LGA,BOS,32,184
2013,70,B6,EWR,BOS,42,200
2013,71,9E,JFK,BOS,48,187
2013,75,AA,JFK,BOS,36,187
2013,72,B6,JFK,BOS,41,187
2013,55,AA,JFK,BOS,39,187
2013,96,UA,EWR,BOS,41,200
2013,52,UA,EWR,BOS,41,200
2013,57,B6,JFK,BOS,35,187
2013,8,9E,JFK,BOS,32,187
2013,82,US,LGA,BOS,30,184
2013,50,EV,EWR,BOS,36,200
2013,67,AA,JFK,BOS,41,187
2013,7,UA,EWR,BOS,43,200
2013,8,B6,JFK,BOS,35,187
2013,88,UA,EWR,BOS,38,200
2013,88,B6,JFK,BOS,35,187
2013,52,UA,EWR,BOS,38,200
2013,7,UA,EWR,BOS,38,200
2013,6,US,LGA,BOS,35,184
2013,9,B6,JFK,BOS,32,187
2013,78,UA,EWR,BOS,42,200
2013,6,AA,JFK,BOS,36,187
2013,5,US,LGA,BOS,39,184
2013,54,B6,EWR,BOS,36,200
2013,56,AA,JFK,BOS,37,187
2013,5,B6,JFK,BOS,34,187
2013,6,B6,EWR,BOS,35,200
2013,5,UA,EWR,BOS,49,200
2013,5,UA,EWR,BOS,43,200
2013,77,9E,JFK,BOS,41,187
2013,97,UA,EWR,BOS,41,200
2013,83,UA,EWR,BOS,46,200
2013,8,B6,JFK,BOS,45,187
2013,88,UA,EWR,BOS,50,200
2013,8,AA,JFK,BOS,37,187
2013,77,9E,JFK,BOS,37,187
2013,7,B6,JFK,BOS,41,187
2013,73,UA,EWR,BOS,43,200
2013,56,B6,EWR,BOS,45,200
2013,5,US,LGA,BOS,44,184
2013,81,UA,EWR,BOS,41,200
2013,92,B6,JFK,BOS,43,187
2013,63,UA,EWR,BOS,45,200
2013,71,B6,JFK,BOS,35,187
2013,9,B6,JFK,BOS,36,187
2013,54,B6,JFK,BOS,33,187
2013,7,B6,JFK,BOS,36,187
2013,80,UA,EWR,BOS,34,200
2013,87,B6,EWR,BOS,39,200
2013,55,B6,EWR,BOS,37,200
2013,56,B6,JFK,BOS,34,187
2013,72,UA,EWR,BOS,38,200
2013,58,UA,EWR,BOS,36,200
2013,75,B6,JFK,BOS,35,187
2013,5,B6,EWR,BOS,38,200
2013,7,B6,JFK,BOS,48,187
2013,8,B6,JFK,BOS,37,187
2013,65,AA,JFK,BOS,62,187
2013,55,B6,EWR,BOS,55,200
2013,77,UA,EWR,BOS,41,200
2013,89,UA,EWR,BOS,51,200
2013,66,DL,JFK,BOS,44,187
2013,88,B6,EWR,BOS,42,200
2013,70,UA,EWR,BOS,41,200
2013,7,UA,EWR,BOS,49,200
2013,59,US,LGA,BOS,36,184
2013,66,DL,JFK,BOS,37,187
2013,76,AA,JFK,BOS,38,187
2013,52,UA,EWR,BOS,37,200
2013,8,US,LGA,BOS,32,184
2013,7,US,LGA,BOS,38,184
2013,68,UA,EWR,BOS,40,200
2013,6,9E,JFK,BOS,39,187
2013,8,US,LGA,BOS,37,184
2013,87,B6,EWR,BOS,38,200
2013,91,B6,JFK,BOS,37,187
2013,51,UA,EWR,BOS,37,200
2013,57,UA,EWR,BOS,35,200
2013,6,B6,JFK,BOS,35,187
2013,80,UA,EWR,BOS,36,200
2013,8,B6,JFK,BOS,32,187
2013,5,US,LGA,BOS,34,184
2013,6,9E,JFK,BOS,36,187
2013,62,B6,EWR,BOS,38,200
2013,54,US,LGA,BOS,36,184
2013,5,DL,JFK,BOS,36,187
2013,87,US,LGA,BOS,33,184
2013,54,B6,JFK,BOS,40,187
2013,7,B6,JFK,BOS,37,187
2013,5,EV,EWR,BOS,46,200
2013,62,UA,EWR,BOS,41,200
2013,8,AA,JFK,BOS,41,187
2013,8,9E,JFK,BOS,42,187
2013,52,B6,EWR,BOS,45,200
2013,55,UA,EWR,BOS,42,200
2013,8,UA,EWR,BOS,37,200
2013,60,UA,EWR,BQN,188,1585
2013,81,UA,EWR,BQN,205,1585
2013,9,UA,EWR,BQN,199,1585
2013,66,UA,EWR,BQN,190,1585
2013,5,UA,EWR,BQN,209,1585
2013,55,UA,EWR,BQN,188,1585
2013,57,UA,EWR,BQN,194,1585
2013,90,UA,EWR,BQN,197,1585
2013,5,B6,JFK,BTV,46,266
2013,92,EV,EWR,BTV,44,266
2013,72,EV,EWR,BTV,39,266
2013,7,B6,JFK,BTV,42,266
2013,59,EV,EWR,BTV,49,266
2013,70,B6,JFK,BTV,51,266
2013,6,EV,EWR,BTV,49,266
2013,85,B6,JFK,BTV,50,266
2013,9,EV,EWR,BTV,48,266
2013,63,EV,EWR,BTV,43,266
2013,91,EV,EWR,BTV,46,266
